tpm,timestamp
304656,16:46:09
588252,16:46:19
522006,16:46:29
561252,16:46:39
514872,16:46:49
449610,16:46:59
550938,16:47:09
521802,16:47:19
542898,16:47:30
518346,16:47:40
561342,16:47:50
490530,16:48:00
565098,16:48:10
490746,16:48:20
550548,16:48:30
314418,16:48:40
202050,16:48:50
80202,16:49:00
186330,16:49:11
280488,16:49:21
299244,16:49:31
338478,16:49:41
338208,16:49:51
450318,16:50:01
508506,16:50:11
206316,16:50:21
498438,16:50:31
455718,16:50:42
552666,16:50:52
299496,16:51:02
502914,16:51:12
436830,16:51:22
412506,16:51:32
412674,16:51:42
481638,16:51:52
325530,16:52:03
344580,16:52:13
478104,16:52:23
467364,16:52:33
319680,16:52:43
449580,16:52:53
507786,16:53:03
450678,16:53:13
507546,16:53:23
445878,16:53:34
477120,16:53:44
180738,16:53:54
505338,16:54:04
434724,16:54:14
287658,16:54:24
431382,16:54:34
449718,16:54:44
429012,16:54:54
331266,16:55:05
246666,16:55:15
230814,16:55:25
114840,16:55:35
178428,16:55:45
165606,16:55:55
60162,16:56:05
7818,16:56:15
6,16:57:19
108,16:57:19
6,16:57:19
6,16:57:19
6,16:57:19
6,16:57:19
