tpm,timestamp
264366,16:52:54
294384,16:53:04
297618,16:53:14
288858,16:53:24
295194,16:53:34
296340,16:53:44
294510,16:53:54
295458,16:54:04
294294,16:54:14
296556,16:54:24
292884,16:54:34
296916,16:54:44
297180,16:54:54
298944,16:55:04
297042,16:55:14
296634,16:55:24
302388,16:55:34
296196,16:55:44
299424,16:55:54
292656,16:56:04
296460,16:56:14
295746,16:56:24
299478,16:56:34
295272,16:56:44
303882,16:56:54
299868,16:57:04
298782,16:57:14
298140,16:57:24
302436,16:57:34
297690,16:57:44
302574,16:57:54
289404,16:58:04
293652,16:58:14
298872,16:58:24
301674,16:58:34
298872,16:58:44
294690,16:58:54
295206,16:59:04
297852,16:59:14
295308,16:59:24
294420,16:59:34
290394,16:59:44
294090,16:59:54
294264,17:00:04
293496,17:00:14
296400,17:00:24
297792,17:00:34
299532,17:00:44
301770,17:00:54
293892,17:01:04
299052,17:01:14
292620,17:01:24
295452,17:01:34
292962,17:01:45
293754,17:01:55
298584,17:02:05
297846,17:02:15
301680,17:02:25
293616,17:02:35
285870,17:02:45
11118,17:02:55
