tpm,timestamp
229242,16:13:38
303270,16:13:48
312990,16:13:58
313404,16:14:08
310356,16:14:18
315564,16:14:28
313656,16:14:38
315906,16:14:48
312390,16:14:58
313590,16:15:08
311472,16:15:18
318330,16:15:28
319062,16:15:38
316236,16:15:48
310074,16:15:58
292926,16:16:08
297360,16:16:18
307524,16:16:28
311280,16:16:38
315684,16:16:48
316512,16:16:58
314802,16:17:08
315174,16:17:18
316434,16:17:28
313740,16:17:38
316572,16:17:48
316578,16:17:58
304776,16:18:08
289308,16:18:18
306000,16:18:28
303966,16:18:38
307518,16:18:48
306978,16:18:58
313290,16:19:08
315798,16:19:18
319638,16:19:28
314550,16:19:39
315396,16:19:49
313680,16:19:59
310866,16:20:09
315168,16:20:19
314238,16:20:29
316788,16:20:39
315624,16:20:49
313230,16:20:59
309324,16:21:09
303216,16:21:19
299088,16:21:29
302988,16:21:39
300360,16:21:49
305886,16:21:59
306336,16:22:09
306804,16:22:19
305526,16:22:29
299718,16:22:39
292848,16:22:49
298650,16:22:59
303666,16:23:09
301386,16:23:19
291978,16:23:29
18726,16:23:39
