tpm,timestamp
318156,15:03:18
563454,15:03:28
609246,15:03:38
552144,15:03:48
589440,15:03:58
613032,15:04:08
512286,15:04:18
186942,15:04:28
438948,15:04:38
475548,15:04:48
490680,15:04:58
499314,15:05:08
466806,15:05:18
344664,15:05:28
380190,15:05:38
356544,15:05:48
438396,15:05:58
446886,15:06:08
456036,15:06:18
328722,15:06:28
381072,15:06:38
268692,15:06:48
299226,15:06:58
396246,15:07:08
355422,15:07:18
340920,15:07:28
393180,15:07:38
362196,15:07:48
441024,15:07:58
457974,15:08:08
465822,15:08:18
427074,15:08:28
462366,15:08:38
446964,15:08:48
459084,15:08:58
454218,15:09:08
470964,15:09:18
372918,15:09:28
405180,15:09:38
394752,15:09:48
360216,15:09:58
329160,15:10:08
369030,15:10:19
403572,15:10:29
411300,15:10:39
419034,15:10:49
403080,15:10:59
429444,15:11:09
378924,15:11:19
292524,15:11:29
236142,15:11:39
276966,15:11:49
337398,15:11:59
348846,15:12:09
340440,15:12:19
264900,15:12:29
231720,15:12:39
282222,15:12:49
294462,15:12:59
345210,15:13:09
55572,15:13:19
12,15:14:24
6,15:14:24
168,15:14:24
30,15:14:24
6,15:14:24
30,15:14:24
