tpm,timestamp
186750,15:44:06
211146,15:44:16
212214,15:44:26
213276,15:44:37
213522,15:44:47
212034,15:44:57
214398,15:45:07
215208,15:45:17
212958,15:45:27
214284,15:45:37
213324,15:45:47
214482,15:45:57
215076,15:46:07
212454,15:46:17
213072,15:46:27
214362,15:46:37
214134,15:46:47
213510,15:46:57
213468,15:47:07
215172,15:47:17
215592,15:47:27
214242,15:47:37
216576,15:47:47
214572,15:47:57
214218,15:48:07
214614,15:48:17
215214,15:48:27
214506,15:48:37
213696,15:48:47
213768,15:48:57
214932,15:49:07
214446,15:49:17
214746,15:49:27
213054,15:49:37
213882,15:49:47
214356,15:49:57
213756,15:50:07
211458,15:50:17
213498,15:50:27
213786,15:50:37
215142,15:50:47
214512,15:50:57
214854,15:51:07
214974,15:51:17
216288,15:51:27
215586,15:51:37
214800,15:51:47
215634,15:51:57
215730,15:52:07
213474,15:52:17
214614,15:52:27
216204,15:52:37
216996,15:52:47
214872,15:52:57
215280,15:53:07
215466,15:53:17
213888,15:53:28
216372,15:53:38
215088,15:53:48
206436,15:53:58
2706,15:55:06
