tpm,timestamp
26346,01:12:13
58452,01:12:23
104766,01:12:33
108330,01:12:43
120450,01:12:53
119478,01:13:03
111342,01:13:13
109944,01:13:23
110760,01:13:33
123702,01:13:43
119418,01:13:53
118254,01:14:03
117144,01:14:13
110856,01:14:23
117390,01:14:33
124020,01:14:43
130044,01:14:53
124566,01:15:03
117030,01:15:13
120432,01:15:23
128508,01:15:33
109128,01:15:43
113238,01:15:53
126294,01:16:03
127254,01:16:13
105396,01:16:23
104814,01:16:33
115962,01:16:43
111048,01:16:53
110148,01:17:03
127716,01:17:13
117780,01:17:23
116118,01:17:33
110826,01:17:43
110436,01:17:53
111342,01:18:03
124272,01:18:13
119202,01:18:23
107724,01:18:33
120096,01:18:43
115530,01:18:53
121416,01:19:03
118638,01:19:13
112638,01:19:23
115920,01:19:33
110454,01:19:43
126174,01:19:53
113166,01:20:03
121410,01:20:13
119970,01:20:23
117678,01:20:33
121128,01:20:43
121050,01:20:53
107946,01:21:03
108846,01:21:13
120318,01:21:23
123096,01:21:33
116520,01:21:43
122136,01:21:53
115002,01:22:04
32010,01:22:14
