tpm,timestamp
342864,14:22:34
404748,14:22:44
270828,14:22:54
191832,14:23:04
166704,14:23:14
157290,14:23:24
162510,14:23:34
103422,14:23:44
114468,14:23:54
142920,14:24:04
132900,14:24:14
123360,14:24:24
136716,14:24:34
133728,14:24:44
135780,14:24:54
122568,14:25:04
132402,14:25:14
135132,14:25:25
122658,14:25:35
102294,14:25:45
90354,14:25:55
83418,14:26:05
93726,14:26:15
79248,14:26:25
104322,14:26:35
95088,14:26:45
94866,14:26:55
101910,14:27:05
113772,14:27:15
102540,14:27:25
105510,14:27:35
74670,14:27:45
69690,14:27:55
69306,14:28:05
88128,14:28:15
84324,14:28:25
70794,14:28:35
82662,14:28:45
104208,14:28:55
94140,14:29:05
100926,14:29:15
97050,14:29:25
93870,14:29:35
93054,14:29:45
81588,14:29:55
87588,14:30:05
80556,14:30:15
85830,14:30:25
88608,14:30:35
75636,14:30:45
76578,14:30:55
69726,14:31:05
93090,14:31:15
72306,14:31:25
85566,14:31:35
68244,14:31:45
73464,14:31:55
79608,14:32:05
87954,14:32:15
87756,14:32:25
83838,14:32:35
19506,14:32:45
120,14:33:47
6,14:33:47
18,14:33:47
6,14:33:47
66,14:33:47
6,14:33:47
