tpm,timestamp
47868,00:39:53
59046,00:40:03
55806,00:40:13
61446,00:40:23
63930,00:40:33
69150,00:40:43
69894,00:40:53
69306,00:41:03
69798,00:41:13
69846,00:41:23
71652,00:41:33
69090,00:41:43
72576,00:41:53
72384,00:42:03
65970,00:42:13
70350,00:42:23
69546,00:42:33
71364,00:42:43
71760,00:42:53
72318,00:43:03
70596,00:43:13
70950,00:43:23
70068,00:43:33
70728,00:43:43
70656,00:43:53
72750,00:44:03
73674,00:44:13
73890,00:44:23
75504,00:44:33
75486,00:44:43
74646,00:44:53
72354,00:45:03
72810,00:45:13
70260,00:45:23
73956,00:45:33
72630,00:45:43
72576,00:45:53
67542,00:46:03
72876,00:46:13
71784,00:46:23
72738,00:46:33
75096,00:46:43
74154,00:46:53
72750,00:47:03
73788,00:47:13
74058,00:47:23
74526,00:47:33
72282,00:47:43
72558,00:47:53
74070,00:48:03
72732,00:48:13
73986,00:48:23
72330,00:48:33
74118,00:48:43
71064,00:48:53
74532,00:49:03
74760,00:49:13
72138,00:49:23
73314,00:49:33
76494,00:49:44
9156,00:50:50
