tpm,timestamp
342198,14:04:20
438540,14:04:30
441858,14:04:40
421158,14:04:50
444996,14:05:00
441888,14:05:10
431808,14:05:20
424116,14:05:30
385902,14:05:40
430332,14:05:50
433758,14:06:00
404526,14:06:10
394266,14:06:20
387030,14:06:30
361932,14:06:40
390036,14:06:50
402930,14:07:00
408756,14:07:10
387120,14:07:20
365694,14:07:30
284292,14:07:40
387888,14:07:50
400974,14:08:00
412170,14:08:10
388962,14:08:20
373476,14:08:30
365748,14:08:40
311496,14:08:50
286380,14:09:00
291540,14:09:10
263418,14:09:20
250206,14:09:30
226734,14:09:40
227820,14:09:50
333996,14:10:00
323760,14:10:10
355926,14:10:20
301176,14:10:30
254940,14:10:40
316398,14:10:50
333192,14:11:00
296538,14:11:10
279402,14:11:20
288246,14:11:30
155676,14:11:40
130038,14:11:50
201090,14:12:00
105654,14:12:10
79224,14:12:20
204630,14:12:30
72414,14:12:40
69672,14:12:50
80868,14:13:00
59040,14:13:10
252696,14:13:20
227730,14:13:30
148230,14:13:40
220938,14:13:51
140028,14:14:01
73314,14:14:11
49644,14:14:21
2508,14:14:31
186,14:14:41
6,14:15:41
6,14:15:41
6,14:15:41
30,14:15:41
30,14:15:42
6,14:15:42
