tpm,timestamp
140910,23:46:15
152514,23:46:25
140076,23:46:35
142746,23:46:45
138762,23:46:55
139614,23:47:05
137226,23:47:15
130164,23:47:25
131886,23:47:35
127446,23:47:45
136410,23:47:55
138144,23:48:05
136914,23:48:15
134436,23:48:25
137700,23:48:35
140376,23:48:45
139170,23:48:55
131220,23:49:05
135972,23:49:15
139356,23:49:25
136692,23:49:35
142878,23:49:45
138036,23:49:55
141390,23:50:05
138228,23:50:15
140460,23:50:26
138408,23:50:36
141996,23:50:46
139038,23:50:56
140340,23:51:06
135936,23:51:16
139854,23:51:26
141528,23:51:36
142866,23:51:46
138948,23:51:56
141714,23:52:06
143700,23:52:16
141294,23:52:26
137850,23:52:36
140070,23:52:46
138006,23:52:56
139944,23:53:06
139932,23:53:16
139368,23:53:26
141084,23:53:36
139404,23:53:46
139560,23:53:56
139896,23:54:06
139824,23:54:16
142818,23:54:26
138888,23:54:36
141096,23:54:46
140136,23:54:56
135600,23:55:06
129780,23:55:16
138084,23:55:26
143154,23:55:36
142002,23:55:46
135402,23:55:56
134250,23:56:06
