tpm,timestamp
238926,23:58:35
236028,23:58:45
242004,23:58:55
222282,23:59:05
233940,23:59:15
226260,23:59:25
230370,23:59:35
236184,23:59:45
222474,23:59:55
225492,00:00:05
233496,00:00:15
220116,00:00:25
234192,00:00:35
233268,00:00:45
220482,00:00:55
231684,00:01:05
235170,00:01:15
221076,00:01:25
232050,00:01:35
228108,00:01:45
227616,00:01:55
231090,00:02:05
224070,00:02:15
223182,00:02:25
231048,00:02:35
231222,00:02:45
221412,00:02:55
232182,00:03:05
225090,00:03:15
231828,00:03:25
222354,00:03:35
221706,00:03:45
226482,00:03:55
228048,00:04:05
232044,00:04:15
218616,00:04:25
230934,00:04:35
225072,00:04:45
227928,00:04:55
231030,00:05:05
221442,00:05:15
231600,00:05:25
221628,00:05:36
229482,00:05:46
232980,00:05:56
220332,00:06:06
228924,00:06:16
233922,00:06:26
219828,00:06:36
233586,00:06:46
226440,00:06:56
220284,00:07:06
231174,00:07:16
221988,00:07:26
223056,00:07:36
228234,00:07:46
222036,00:07:56
228384,00:08:06
226020,00:08:16
215898,00:08:26
1806,00:08:36
