tpm,timestamp
115416,00:44:43
119832,00:44:53
84468,00:45:03
123786,00:45:13
136656,00:45:23
133398,00:45:34
135414,00:45:44
136482,00:45:54
129528,00:46:04
142242,00:46:14
141432,00:46:24
141438,00:46:34
142746,00:46:44
143538,00:46:54
142458,00:47:04
143604,00:47:14
142008,00:47:24
136296,00:47:34
133650,00:47:44
133770,00:47:54
131946,00:48:04
133374,00:48:14
131472,00:48:24
131514,00:48:34
135852,00:48:44
137670,00:48:54
137184,00:49:04
137952,00:49:14
137868,00:49:24
139830,00:49:34
129414,00:49:44
137430,00:49:54
138144,00:50:04
137706,00:50:14
141078,00:50:24
142362,00:50:34
139122,00:50:44
142860,00:50:54
128412,00:51:04
142152,00:51:14
142764,00:51:24
141252,00:51:34
141126,00:51:44
140556,00:51:54
140976,00:52:04
141024,00:52:14
141690,00:52:24
141624,00:52:34
141672,00:52:44
138900,00:52:54
139674,00:53:04
139518,00:53:14
139074,00:53:24
136830,00:53:34
139776,00:53:44
137838,00:53:54
138714,00:54:04
140088,00:54:14
139224,00:54:24
139236,00:54:34
1500,00:55:40
