tpm,timestamp
194148,00:57:04
210462,00:57:14
201450,00:57:24
202272,00:57:34
207558,00:57:44
211770,00:57:54
209514,00:58:04
211140,00:58:14
211926,00:58:24
206628,00:58:34
207612,00:58:44
210696,00:58:54
203382,00:59:04
209952,00:59:14
203076,00:59:24
196254,00:59:34
197334,00:59:44
196884,00:59:54
194922,01:00:04
203832,01:00:15
196938,01:00:25
203958,01:00:35
203082,01:00:45
198504,01:00:55
201378,01:01:05
201036,01:01:15
200724,01:01:25
209394,01:01:35
211992,01:01:45
212310,01:01:55
201414,01:02:05
203244,01:02:15
204126,01:02:25
196572,01:02:35
202548,01:02:45
208566,01:02:55
210582,01:03:05
210072,01:03:15
211116,01:03:25
210582,01:03:35
209358,01:03:45
212586,01:03:55
207990,01:04:05
201192,01:04:15
209280,01:04:25
209538,01:04:35
200286,01:04:45
161238,01:04:55
206856,01:05:05
203112,01:05:15
195510,01:05:25
209790,01:05:35
206742,01:05:45
204090,01:05:55
207918,01:06:05
200322,01:06:15
195252,01:06:25
198768,01:06:35
198690,01:06:45
204024,01:06:55
6780,01:08:05
